system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,Orbit,PLOTID,RND,VH,VH_asm,VH_corr,VH_ent,VV,VV_asm,VV_corr,VV_ent,region,rvi,rvi_asm,rvi_corr,rvi_ent,.geo
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_123,0,2022-01-10,0,0,0,0,mulched meadow,49.04165,10,22.50572,0,0,29.0,NS1,-9999,-19.758280325316562,0.004772727272727256,0.5912947586433361,5.345972456450203,-12.347653185071525,0.004772727272727256,0.49127512148571817,5.345972456450203,NS,2.4616359862482917,0.004785227272727255,0.5381262138014015,5.344239588498803,"{""type"":""Point"",""coordinates"":[22.505720000000004,49.041650000000004]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_124,1,2022-01-10,0,0,0,0,abandoned,49.04875,80,22.52186,1,1,29.0,NS10,-9999,-18.579350708708944,0.004772727272727256,0.7845670653559104,5.345972456450203,-14.328518043329497,0.004772727272727256,0.5874592659376963,5.345972456450203,NS,2.2583474911371244,0.004772727272727256,0.596786610268854,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.52186,49.04875]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_125,0,2022-01-10,0,0,0,0,meadow,49.0355,65,22.52742,1,1,29.0,NS12,-9999,-18.615325831381252,0.004772727272727256,0.6867922262094381,5.345972456450203,-11.63821132094023,0.004772727272727256,0.7120872901160632,5.345972456450203,NS,2.461242893702804,0.004772727272727256,0.5751931850118497,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.527419999999996,49.0355]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_126,0,2022-01-10,0,0,0,0,meadow,49.0535,70,22.51414,1,1,29.0,NS14,-9999,-16.744451693583507,0.004772727272727256,0.7437564201766065,5.345972456450203,-10.821830322388502,0.004772727272727256,0.8064206222588528,5.345972456450203,NS,2.42970041210225,0.004783057851239652,0.5993326673494377,5.34439712194893,"{""type"":""Point"",""coordinates"":[22.51414,49.05350000000001]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_127,0,2022-01-10,0,0,0,0,meadow,49.03917,3,22.50956,1,1,29.0,NS15,-9999,-22.695124874253988,0.004772727272727256,0.6297045416156654,5.345972456450203,-12.366540096487595,0.004772727272727256,0.53244469911229,5.345972456450203,NS,2.5891668171711433,0.004772727272727256,0.6151066994932848,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.50956,49.03917]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_128,0,2022-01-10,0,0,0,0,meadow,49.03861,5,22.52061,2,1,29.0,NS16,-9999,-21.62094093335966,0.004772727272727256,0.5724301249798298,5.345972456450203,-16.07669549165102,0.004772727272727256,0.670198870617682,5.345972456450203,NS,2.2941428676960918,0.004772727272727256,0.5526265596302958,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.520610000000005,49.038610000000006]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_129,0,2022-01-10,0,0,0,0,meadow,49.03409,50,22.52691,1,1,29.0,NS18,-9999,-19.7880048203769,0.004772727272727256,0.6474154673753343,5.345972456450203,-14.346258240659768,0.004772727272727256,0.6151221410458034,5.345972456450203,NS,2.31884365395477,0.004772727272727256,0.6937718468335392,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.526909999999997,49.03409]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_130,0,2022-01-10,0,0,0,0,meadow,49.03744,80,22.52364,1,1,29.0,NS19,-9999,-16.879934056535976,0.004772727272727256,0.5045001240631816,5.345972456450203,-11.029996023979194,0.004772727272727256,0.5702265315094652,5.345972456450203,NS,2.419201195823906,0.004783057851239653,0.4278577065054417,5.34439712194893,"{""type"":""Point"",""coordinates"":[22.523640000000004,49.03744]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_131,0,2022-01-10,0,0,0,0,meadow,49.03701,50,22.49948,1,1,29.0,NS2,-9999,-16.352887765791827,0.004772727272727256,0.5782602080066593,5.345972456450203,-12.241112332019187,0.004772727272727256,0.6834619149730243,5.345972456450203,NS,2.287597077688156,0.004772727272727256,0.6294514045855666,5.345972456450203,"{""type"":""Point"",""coordinates"":[22.499480000000002,49.03701000000001]}"
S1A_IW_GRDH_1SDV_20220110T161842_20220110T161907_041401_04EC37_9A14_132,0,2022-01-10,0,0,0,0,meadow,49.03688,25,22.50632,1,1,29.0,NS20,-9999,-23.258319329288327,0.004772727272727256,0.6827698092399591,5.345972456450203,-14.972929600479098,0.004772727272727256,0.7641599697756092,5.345972456450203,NS,2.4334354728525804,0.004797727272727256,0.6368605062964118,5.342506720547403,"{""type"":""Point"",""coordinates"":[22.50632,49.036880000000004]}"
