system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,Orbit,PLOTID,RND,VH,VH_asm,VH_corr,VH_ent,VV,VV_asm,VV_corr,VV_ent,region,rvi,rvi_asm,rvi_corr,rvi_ent,.geo
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_77,0,2021-01-01,210,1,5,36.25,grazed meadow,48.89529,0,17.81145,1,1,175.0,NB1,-9999,-29.532414262509604,0.004772727272727256,0.7075604711253065,5.345972456450203,-9.6333852156382,0.004772727272727256,0.6693045020332055,5.345972456450203,NB,3.0161431305889153,0.004772727272727256,0.6253516876460056,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.811450000000004,48.89529000000001]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_78,0,2021-01-01,270,1,5,36.25,pasture,48.8858,0.1,17.76126,0,0,175.0,NB10,-9999,-19.732757808539723,0.004772727272727256,0.48249939882261794,5.345972456450203,-10.456597458656917,0.004772727272727256,0.43524438816817157,5.345972456450203,NB,2.6145318618289384,0.004772727272727256,0.3583440087243395,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.761260000000004,48.88580000000001]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_79,0,2021-01-01,0,0,0,0,meadow,48.89676,20,17.80877,1,1,175.0,NB11,-9999,-17.78836815288921,0.004772727272727256,0.6200149869326517,5.345972456450203,-15.148172978618648,0.004772727272727256,0.7449267268175899,5.345972456450203,NB,2.160320123702661,0.004772727272727256,0.6759194757462053,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.808770000000003,48.89676]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_80,0,2021-01-01,210,1,5,N/A,grazed meadow,48.876139,40,17.815972,1,1,175.0,NB12,-9999,-14.483314293216052,0.004772727272727256,0.5792538770898834,5.345972456450203,-5.748397153927968,0.004772727272727256,0.5113717210725757,5.345972456450203,NB,2.8634877145325373,0.004772727272727256,0.4612527569356431,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.815972,48.876139]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_81,0,2021-01-01,0,0,0,0,meadow,48.882944,75,17.798417,1,1,175.0,NB13,-9999,-15.774660605017184,0.004772727272727256,0.6209859612666474,5.345972456450203,-16.321336789567063,0.004772727272727256,0.5016439611849572,5.345972456450203,NB,1.9659349308993823,0.004772727272727256,0.4948630811822891,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.798417,48.882944]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_82,0,2021-01-01,0,0,0,0,meadow,48.87407,2,17.78439,1,1,175.0,NB14,-9999,-19.848072541661605,0.004772727272727256,0.6099216019822533,5.345972456450203,-8.245876894007553,0.004772727272727256,0.5735524857146409,5.345972456450203,NB,2.825956896820171,0.004772727272727256,0.4431560077411605,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.78439,48.87407]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_83,0,2021-01-01,0,0,0,0,meadow,48.8983450784,0,17.8097103664,1,1,175.0,NB15,-9999,-20.66883041320068,0.004772727272727256,0.47159901768747436,5.345972456450203,-9.495587683377465,0.004772727272727256,0.42963270404070364,5.345972456450203,NB,2.7408226934164337,0.004772727272727256,0.44890230581714324,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.8097103664,48.89834507839999]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_84,0,2021-01-01,210,1,5,5.5,grazed meadow,48.8945,1,17.795007,1,1,175.0,NB16,-9999,-21.443566672704254,0.004772727272727256,0.38008720811505425,5.345972456450203,-12.125315373259376,0.004772727272727256,0.4596577484854979,5.345972456450203,NB,2.5551719766351475,0.004772727272727256,0.4517260032847763,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.795006999999995,48.8945]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_85,0,2021-01-01,182,1,5,5.5,grazed meadow,48.89753,7,17.79583,1,1,175.0,NB17,-9999,-16.269878103900123,0.004772727272727256,0.36851073890689556,5.345972456450203,-13.363663678413378,0.004772727272727256,0.5378707116543996,5.345972456450203,NB,2.1961435758732892,0.004783057851239653,0.4247125698988043,5.34439712194893,"{""type"":""Point"",""coordinates"":[17.79583,48.89753]}"
S1A_IW_GRDH_1SDV_20210101T163500_20210101T163525_035947_0435E2_C5E7_86,0,2021-01-01,112,1,3,6.5,grazed meadow,48.89643,1,17.79541,1,1,175.0,NB18,-9999,-20.852703933054254,0.004772727272727256,0.5955214271266047,5.345972456450203,-12.501310838776119,0.004772727272727256,0.6888215871215025,5.345972456450203,NB,2.5007728845483053,0.004772727272727256,0.5414980826480755,5.345972456450203,"{""type"":""Point"",""coordinates"":[17.795410000000004,48.89643]}"
